text,clean_text,sentiment,source
"Had a Great weekend!! and is in such a good mood, she doesn`t even mind being at work this morning!","Had a Great weekend!! and is in such a good mood, she doesn`t even mind being at work this morning!",2,tsad
 Today was fun  <333,Today was fun <333,2,tsad
" Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below  Is it that you are in Germany right now? .. or in Spain? ;D","Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below Is it that you are in Germany right now? .. or in Spain? ;D",2,tsad
Sonny you are a mystery man!  I`m into it thoughh.,Sonny you are a mystery man! I`m into it thoughh.,1,tsad
is loving the fact that Jor can talk and tell me what she wants!! AMAZING,is loving the fact that Jor can talk and tell me what she wants!! AMAZING,2,tsad
I miss Vermont,I miss Vermont,0,tsad
 i love that song,i love that song,2,tsad
 I tried to DM you but your not following me,I tried to DM you but your not following me,0,tsad
i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,2,tsad
"http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future","Wow.. Wow.. hope, i too get that sort of Guts in near future",2,tsad
" Have to listen to samples to make sure I`m thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.","Have to listen to samples to make sure I`m thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.",0,tsad
 Awww I HATE that one!!,Awww I HATE that one!!,0,tsad
 haha..i wont  well il try not..lol... night chick..xxxxx,haha..i wont well il try not..lol... night chick..xxx,2,tsad
apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight,apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight,1,tsad
"Last one month due to summer, strawberry is not availble in the Chennai markets!","Last one month due to summer, strawberry is not availble in the Chennai markets!",0,tsad
my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she`s all i ever needed in this life.,my sister just ripped my heart outta myy fukkn chest. im super hurt right now. she`s all i ever needed in this life.,0,tsad
is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there,is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there,0,tsad
" Good morning, baby  Yes, i slept like a rock. Refreshed & ready for anything. How are you? *hugs you & doesn`t let go* Miss u","Good morning, baby Yes, i slept like a rock. Refreshed & ready for anything. How are you? *hugs you & doesn`t let go* Miss u",1,tsad
Sittting in my seat watching the tyra show,Sittting in my seat watching the tyra show,1,tsad
o **** i just accidentally listened to rick ross,o *** i just accidentally listened to rick ross,0,tsad
live long and prosper  #fb,live long and prosper #fb,2,tsad
"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!","Oh noesss seniors last day However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!",2,tsad
"_____ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?","___ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?",1,tsad
i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,0,tsad
Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He` ok now,Awww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat He` ok now,1,tsad
ugh... my back is killing me.,ugh... my back is killing me.,0,tsad
" oh, left off the  smiley face so you knew I was kidding.","oh, left off the smiley face so you knew I was kidding.",1,tsad
 Suspect tax-man is at fault....,Suspect tax-man is at fault...,0,tsad
"off to westend now, enjoying the sun.","off to westend now, enjoying the sun.",2,tsad
 Aww nice,Aww nice,2,tsad
Just found out that Mad Men season 3 is delayed until August.,Just found out that Mad Men season 3 is delayed until August.,1,tsad
 still here unfortunately!!!!,still here unfortunately!!!,0,tsad
 man i still haven`t seen that movie...too bad i`m at work,man i still haven`t seen that movie...too bad i`m at work,0,tsad
<3 ryan baby iloveyopu **** <3 10 days kayleigh baby lymz cntt waiit,<3 ryan baby iloveyopu *** <3 10 days kayleigh baby lymz cntt waiit,2,tsad
Happy mothers day  I`m so hungry and the resturants are all closed... ****,Happy mothers day I`m so hungry and the resturants are all closed... ***,1,tsad
Just got to the hospital. Jimmys really bad....please please send your good thoughts. I`m really worried.,Just got to the hospital. Jimmys really bad...please please send your good thoughts. I`m really worried.,0,tsad
Tired beyond reason. I would rather be just about anything else other then tired,Tired beyond reason. I would rather be just about anything else other then tired,0,tsad
 I`ve thought about it several times . got a few good friends there!,I`ve thought about it several times . got a few good friends there!,2,tsad
_m do it up,_m do it up,1,tsad
brought the SF fog to LA,brought the SF fog to LA,1,tsad
I`m pondering lunch at Shane`s. I think. I can already hear people whining about it...,I`m pondering lunch at Shane`s. I think. I can already hear people whining about it...,0,tsad
 Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.,Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.,0,tsad
My cat has been missing for 2 days. I am freaking out.,My cat has been missing for 2 days. I am freaking out.,0,tsad
watching  on SNL,watching on SNL,1,tsad
Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,0,tsad
 sorry about your sadness   nitenite love,sorry about your sadness nitenite love,2,tsad
I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ***.,0,tsad
 ummm. Idk. Courtney`s date is hooking us up.,ummm. Idk. Courtney`s date is hooking us up.,1,tsad
 I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,I don`t know how to send it to you Anna. Let me think for a bit and I will find some way to do it,1,tsad
" Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it","Thanks, I found the link , however I think you need to be a customer to download it",2,tsad
 I am absolutely craving a brownie with ice cream right now. FedEx some over!,I am absolutely craving a brownie with ice cream right now. FedEx some over!,1,tsad
getting ready for the dayyyyyyyyyyyy. i hope work goes good!,getting ready for the dayyy. i hope work goes good!,2,tsad
"Stuck in an office, red hot","Stuck in an office, red hot",0,tsad
"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.","got through two thirds of new moon in three days, now on to eclipse...then more work assignments sadly dnt write them selves.",0,tsad
i blame you all!  got it??? good :p she better be in good condition 2! <33 night,i blame you all! got it??? good :p she better be in good condition 2! <33 night,1,tsad
 So Palin got the new haircut,So Palin got the new haircut,1,tsad
'It`s not **** if you scream surprise first.' - my customer just said to me. Haha.  (via )LMAO,'It`s not *** if you scream surprise first.' - my customer just said to me. Haha. (via )LMAO,2,tsad
Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,1,tsad
"Aw ****! My iPod has a thin, gray line across the screen! Didn`t drop it - I take good care of it. How long before it dies?","Aw ***! My iPod has a thin, gray line across the screen! Didn`t drop it - I take good care of it. How long before it dies?",0,tsad
" -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****","- I wanna go see them in Edinburgh won`t happen though haha , yir lucky! And have funnn ***",2,tsad
" Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F`d","Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F`d",1,tsad
Off to Nanaimo 2day... missing my son already and i havent even left yet,Off to Nanaimo 2day... missing my son already and i havent even left yet,0,tsad
I don`t like when my g1 changes.    I feel like google should send me an email and tell me all the things they`re gunna do to my phone.,I don`t like when my g1 changes. I feel like google should send me an email and tell me all the things they`re gunna do to my phone.,0,tsad
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,whohoo! Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus. I just may get my girl back,2,tsad
hey hey hey!  lol.,hey hey hey! lol.,1,tsad
" no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line","no, silly, to shoot other shoppers with though a taser is probably the more humane penalty for 12 items in 5 item line",0,tsad
She is all I can ever think about.  http://twitpic.com/4wg12,She is all I can ever think about.,1,tsad
New Project is going incredibly well! and I`m not tired today  I think we should get all Monday`s off. Permanently.,New Project is going incredibly well! and I`m not tired today I think we should get all Monday`s off. Permanently.,2,tsad
its sprinkling outside  i hope it doesn`t rain during our game ..,its sprinkling outside i hope it doesn`t rain during our game ..,2,tsad
 not just me then,not just me then,1,tsad
*sigh* Last day at work. I has an sadifying in my heartparts.,*sigh* Last day at work. I has an sadifying in my heartparts.,0,tsad
: Happy Mother`s day to my Mother. Thank you for being such an awesome mother,: Happy Mother`s day to my Mother. Thank you for being such an awesome mother,2,tsad
everything is good except that neck shot and Steve`s back of the head shot!,everything is good except that neck shot and Steve`s back of the head shot!,1,tsad
I don`t remember what i text to twitter to get a list of commands  halp,I don`t remember what i text to twitter to get a list of commands halp,1,tsad
 Feel hungry now   Cook for me pleaseYour food it`s my energy to work~,Feel hungry now Cook for me pleaseYour food it`s my energy to work~,1,tsad
http://bit.ly/sJDLp  - Great Song! Cobra Starship Feat. Leighton Meester,- Great Song! Cobra Starship Feat. Leighton Meester,2,tsad
" Yep, I`m more of a facebook person  http://bit.ly/duFAz","Yep, I`m more of a facebook person",1,tsad
" Thanks for the R, but, sorry, the LOTR was spam.","Thanks for the R, but, sorry, the LOTR was spam.",0,tsad
_ yaaaay mish is following gab!,_ yaaay mish is following gab!,1,tsad
Morning peeps... If you need to get at me you know where I am... I`ll be around  ? http://blip.fm/~5jtyh,Morning peeps... If you need to get at me you know where I am... I`ll be around ?,1,tsad
 It was on March 22nd in UK..today all quiet here regarding mothers day  Very sweet of u to wish though..thanks!,It was on March 22nd in UK..today all quiet here regarding mothers day Very sweet of u to wish though..thanks!,2,tsad
" will u give ur mother anything special? I`ll make a cake and make sure mine gets a stressfree day =p cheesy, but it works","will u give ur mother anything special? I`ll make a cake and make sure mine gets a stressfree day =p cheesy, but it works",2,tsad
 Many thanks!,Many thanks!,2,tsad
 prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths :|,prettty goood going to daaancing in a mo and havnt studied much for maths :|,1,tsad
 people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,1,tsad
the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,0,tsad
 Enjoy - we know you will,Enjoy - we know you will,2,tsad
At the dentist. I have a hole in my tooth,At the dentist. I have a hole in my tooth,0,tsad
 I`m afraid not much  I just realized the true difficulty of this design. I may cry soon. #idmfinal,I`m afraid not much I just realized the true difficulty of this design. I may cry soon. #idmfinal,0,tsad
Cant fall asleep.,Cant fall asleep.,1,tsad
It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,1,tsad
 I`m not in America! I`m not going anymore  You phoned earlier?,I`m not in America! I`m not going anymore You phoned earlier?,1,tsad
Its times like these that I miss Manila. I`m not feeling up to myself lately,Its times like these that I miss Manila. I`m not feeling up to myself lately,0,tsad
the beginning of Cater 2 U always gets to me,the beginning of Cater 2 U always gets to me,1,tsad
 yup it gets better again after S4,yup it gets better again after S4,2,tsad
" meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter","meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",1,tsad
I`m not ditchin i`m barfin so sorry guys  ESOTSM;,I`m not ditchin i`m barfin so sorry guys ESOTSM;,0,tsad
  he didn`t come to school 2day,he didn`t come to school 2day,1,tsad
 oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,oic.. will need to get upgrade space if I do want to use it then.thanks Will most prob only use photoshop and dreamweaver,2,tsad
The test today was killer. I didn`t even manage to finish on time.,The test today was killer. I didn`t even manage to finish on time.,2,tsad
is very hungover,is very hungover,0,tsad
" i don`t know why but, i can only find miss matched socks during winter. i mean, where do they all go?","i don`t know why but, i can only find miss matched socks during winter. i mean, where do they all go?",1,tsad
 Girls are confusing.,Girls are confusing.,1,tsad
suffering benadryl hangover this morning and a killer headache.... ugh!,suffering benadryl hangover this morning and a killer headache... ugh!,0,tsad
and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,1,tsad
I don`t know what to wear....,I don`t know what to wear...,1,tsad
" Speaking of fish, our company fish just died  RIP Julio","Speaking of fish, our company fish just died RIP Julio",0,tsad
 Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend,Check this video out -- ScriptGirl Report 05.08.09 ... I can officially now survive the weekend,1,tsad
 Thanks.,Thanks.,2,tsad
_bexi I totally and completely agree,_bexi I totally and completely agree,1,tsad
 in june. the 6th. a sat!,in june. the 6th. a sat!,1,tsad
watching M eat a hotdog...gross.. he`s so drunk and annoying.. trying really hard not to glre @ him,watching M eat a hotdog...gross.. he`s so drunk and annoying.. trying really hard not to glre @ him,0,tsad
put my dog to sleep  I love you abby RIP<3,put my dog to sleep I love you abby RIP<3,1,tsad
" I think he thought about it, but then I sneezed on him","I think he thought about it, but then I sneezed on him",0,tsad
been awake 19 hours,been awake 19 hours,1,tsad
 Haha same!!! But its gonna be awhile til it comes to sweden i think...,Haha same!!! But its gonna be awhile til it comes to sweden i think...,1,tsad
 yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind I`m trying to avoid stairs lol,1,tsad
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,VCenter is screwing up on me today. More specifically the MSSQL server that it connects to.,0,tsad
" hmm...ok, well I hope you feel better soon babe  Ima go to bed, I have a long day tomorrow","hmm...ok, well I hope you feel better soon babe Ima go to bed, I have a long day tomorrow",2,tsad
 poor pooch...,poor pooch...,0,tsad
Getting ready for school...hope today is a happy and awesome day,Getting ready for school...hope today is a happy and awesome day,2,tsad
"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm","setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",1,tsad
  YOU MAKIN` ME ****,YOU MAKIN` ME ***,1,tsad
I love my hair blowin in the wind,I love my hair blowin in the wind,2,tsad
Just reached my Cellgroup leader`s house and he is surprised that I`m dry. Haha.  - http://tweet.sg,Just reached my Cellgroup leader`s house and he is surprised that I`m dry. Haha. -,0,tsad
"Awww kanye west, its such a shame he doesnt get the joke","Awww kanye west, its such a shame he doesnt get the joke",0,tsad
  **** right!,*** right!,2,tsad
 'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,1,tsad
" Haha ya, my friend and I are totally having a kick off party for the occasion!!","Haha ya, my friend and I are totally having a kick off party for the occasion!!",2,tsad
 i need a hug i dnt feel so good,i need a hug i dnt feel so good,2,tsad
"just finished the exam. I did ok, I guess.","just finished the exam. I did ok, I guess.",1,tsad
does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea helllppp,2,tsad
  Thank you and Happy Mothers Day to your Mother also SNL tonight,Thank you and Happy Mothers Day to your Mother also SNL tonight,2,tsad
" EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol","EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol",1,tsad
 awhhh It was so nice to see you.,awhhh It was so nice to see you.,2,tsad
 yes! My co-workers don`t go to bars with me,yes! My co-workers don`t go to bars with me,1,tsad
"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.","got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.",0,tsad
 =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,=o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets. I think I`ll never see them. =(,0,tsad
My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,0,tsad
up late last night  .... Oracle from 8 to 4:30,up late last night ... Oracle from 8 to 4:30,1,tsad
 glad you liked the quote (Integrity...) - it was in one of my more productive moments,glad you liked the quote (Integrity...) - it was in one of my more productive moments,2,tsad
 I`m going to turn it off. We Tribbles don`t need tracking devices!     #hhrs,I`m going to turn it off. We Tribbles don`t need tracking devices! #hhrs,1,tsad
bought beer today,bought beer today,1,tsad
ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,ahhh *** it... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,0,tsad
 say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),say Hi Nikki pleaseee...lol. (Soulja Boy Tell `Em LIVE live >,1,tsad
i just woke up and remembered theres no school!!! life is good  xxxxxx,i just woke up and remembered theres no school!!! life is good xxx,2,tsad
Here  dude we got here n a table readyyy fo us,Here dude we got here n a table readyyy fo us,1,tsad
" your mom, actually","your mom, actually",1,tsad
" Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.","Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",0,tsad
I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,2,tsad
Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,Snoops uncle who was the COOLEST dancer EVER!!!,2,tsad
http://twitpic.com/4w6lf - BBQ time again.,- BBQ time again.,1,tsad
"Ok, ahhh! Last chance to go into school before chemistry exam!!","Ok, ahhh! Last chance to go into school before chemistry exam!!",1,tsad
 please wear glasses in your next video!  you look amazing in them.,please wear glasses in your next video! you look amazing in them.,2,tsad
"I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now","I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now",1,tsad
"aww, anyone see hollie steel on BGT tonight? wharra shame","aww, anyone see hollie steel on BGT tonight? wharra shame",0,tsad
 I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,2,tsad
And now im all hungry and thirsty. and too afraid to go downstairs...,And now im all hungry and thirsty. and too afraid to go downstairs...,0,tsad
" ohhh. i didn`t log on there, pity me. was it great?","ohhh. i didn`t log on there, pity me. was it great?",0,tsad
Had a little romantic date with suzy in uptown,Had a little romantic date with suzy in uptown,1,tsad
Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,0,tsad
 Oops! I got taken ...,Oops! I got taken ...,0,tsad
 I am also very tired,I am also very tired,0,tsad
 went to wingstop without me,went to wingstop without me,1,tsad
Goodmorning World,Goodmorning World,2,tsad
Happy Monday everyone! Loving the new arrangement in my family room,Happy Monday everyone! Loving the new arrangement in my family room,2,tsad
On the way to have Griffin`s staples removed from his head!  Should be fun,On the way to have Griffin`s staples removed from his head! Should be fun,2,tsad
like the sound of a tweet,like the sound of a tweet,1,tsad
paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,paris 2moro!! i have to pack...ill wake up at 8 yes: dance lesson at 9 !!,1,tsad
 automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,automated ***-downloader would have to know which *** you like. youporn has this new recommendation feature,1,tsad
pulled from interesting meeting to an urgent support request,pulled from interesting meeting to an urgent support request,2,tsad
_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,_wx Did you see the color of the sky and how it looks in Philly?? It is yellowish/orangeish/brownish looks scary!! lol,0,tsad
" I know, twitter is depressing me tonight","I know, twitter is depressing me tonight",0,tsad
 So am I.,So am I.,1,tsad
oh! i think i didnt do well on my photo editing for Db!  sorry :|,oh! i think i didnt do well on my photo editing for Db! sorry :|,0,tsad
 like almost above my sholders,like almost above my sholders,1,tsad
 nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,nope not really only a sweatshirt. oh and these really really awesome doughnuts haha,2,tsad
" Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we`ll have to mis the TT Bday party, sadly","Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we`ll have to mis the TT Bday party, sadly",0,tsad
headache  wanna see my Julie,headache wanna see my Julie,0,tsad
"it`s `s birthday today, wish her a good one assholes! Sleepytime","it`s `s birthday today, wish her a good one assholes! Sleepytime",0,tsad
is hittin` the ole dusty trail w/ Miss Morgan.,is hittin` the ole dusty trail w/ Miss Morgan.,1,tsad
" Actually, by the time i get there, the train would have arrived...","Actually, by the time i get there, the train would have arrived...",1,tsad
With Aubrey at pearl!!!,With Aubrey at pearl!!!,1,tsad
"Oops, they don`t open until 9am","Oops, they don`t open until 9am",0,tsad
 and it never arrived. have to wait until Monday now,and it never arrived. have to wait until Monday now,0,tsad
home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome NIGHT YOU GUYS,2,tsad
Justin is too funny on SNL... Ciara finna perform,Justin is too funny on SNL... Ciara finna perform,2,tsad
 Same here - coffee is the lifeline to all things good,Same here - coffee is the lifeline to all things good,2,tsad
Nursing sore back today,Nursing sore back today,0,tsad
 ****. I always forget you are on here,***. I always forget you are on here,0,tsad
Been working on my freakin` computer trying to save stuff on a harddrive and it seems I failed miserably.,Been working on my freakin` computer trying to save stuff on a harddrive and it seems I failed miserably.,0,tsad
Still awake can`t fall asleep I`m not one bit sleepy,Still awake can`t fall asleep I`m not one bit sleepy,0,tsad
" aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?","aaau thanks gi , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",2,tsad
 morning!!!! happy #juddday,morning!!! happy #juddday,2,tsad
miss your smile,miss your smile,0,tsad
"  No, but apparently a distant relative died in east africa, leaving me as his only heir. Once I send 5K I should have 250k","No, but apparently a distant relative died in east africa, leaving me as his only heir. Once I send 5K I should have 250k",1,tsad
Suffering from  Hemorrhoids.,Suffering from Hemorrhoids.,0,tsad
Happy Mother`s Day! She liked the poem.,Happy Mother`s Day! She liked the poem.,2,tsad
Golden Girls marathon about to end  #lofnotc,Golden Girls marathon about to end #lofnotc,1,tsad
Happy Mothers Day!!,Happy Mothers Day!!,2,tsad
" Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!","Wow Christa, that`s incredibly sweeet! Me want one 2 !!! If you get a sec, check out my app for merch asst ... I RULE! LOL!!!",2,tsad
 that`s depressing,that`s depressing,0,tsad
"is going to have a relaxing, hot bath  goodnight for now then twits, & dont worry andy i love you more than twitter hehe","is going to have a relaxing, hot bath goodnight for now then twits, & dont worry andy i love you more than twitter hehe",2,tsad
" Rest is important, but like everything else don`t over do it.","Rest is important, but like everything else don`t over do it.",2,tsad
"Umm after schooL , at subway w. My mom ; nothing to do planss are ruined","Umm after schooL , at subway w. My mom ; nothing to do planss are ruined",0,tsad
 Your Steve Chai sounds awesome. *wishes she had one now* But I`m stuck with: Idon`tknowwhatdamnbrandcoffeethisis,Your Steve Chai sounds awesome. *wishes she had one now* But I`m stuck with: Idon`tknowwhatdamnbrandcoffeethisis,2,tsad
" it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?","it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",1,tsad
 I wanted to see it until I saw that it was PG 13. That totally bummed me out.,I wanted to see it until I saw that it was PG 13. That totally bummed me out.,0,tsad
Get into me not going. lol at least I didnt get my hopes up,Get into me not going. lol at least I didnt get my hopes up,0,tsad
photo session + mother-daughters bonding session = happy me,photo session + mother-daughters bonding session = happy me,2,tsad
Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,2,tsad
 nope - just playing with one  i think i`m going to wait for the next iphone,nope - just playing with one i think i`m going to wait for the next iphone,1,tsad
" pheasant dreams, kaotic ones","pheasant dreams, kaotic ones",0,tsad
MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,1,tsad
 Then what about Domina Sun Girl? I think that fits better.,Then what about Domina Sun Girl? I think that fits better.,2,tsad
Really tired JAKe always gives me more work,Really tired JAKe always gives me more work,0,tsad
 That wouldn`t have happened if Ravit hadn`t asked me. I met her thru a Twitter friend in CT. Love social media that way.,That wouldn`t have happened if Ravit hadn`t asked me. I met her thru a Twitter friend in CT. Love social media that way.,2,tsad
 Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,Time for me to seek out some coffee for my own caffein love affair too!! Mmmm... Sweet been of hyper-goodness!!,2,tsad
"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though","Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though",2,tsad
 The thought of splitting the estate is depressing of course! (KIDDING!) I don`t like the thought of my parents dying,The thought of splitting the estate is depressing of course! (KIDDING!) I don`t like the thought of my parents dying,1,tsad
in faa thaa night  movie night?,in faa thaa night movie night?,1,tsad
 My condolences.,My condolences.,2,tsad
I`m excited for the things for Jay`s room to arrive,I`m excited for the things for Jay`s room to arrive,2,tsad
Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,Assembling/ figuring out this new alarm daddy gave me - SOOO loud I think I blew out my ear drum,1,tsad
"Great, just great. #Cookoutofthecentury and my wife`s tummy hurts. Just. Great.","Great, just great. #Cookoutofthecentury and my wife`s tummy hurts. Just. Great.",0,tsad
 LOL too bad he`s taken!!!!!!!,LOL too bad he`s taken!!!,0,tsad
"yeahh, uhhh, not so sure if i`m feeling the new jonas songs just yet","yeahh, uhhh, not so sure if i`m feeling the new jonas songs just yet",1,tsad
 thats because im getting a new phone since my other phone dont work at all,thats because im getting a new phone since my other phone dont work at all,1,tsad
 Ahhh so Jealous!  Have a nice time and I`ll see you when you get back x,Ahhh so Jealous! Have a nice time and I`ll see you when you get back x,1,tsad
 yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....,yer i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered...,2,tsad
I actually got a bit of a tan today haha sadly will be working all weekend won`t get a chance to enjoy the glorious sunrays boo,I actually got a bit of a tan today haha sadly will be working all weekend won`t get a chance to enjoy the glorious sunrays boo,1,tsad
