id,url,fullText,clean_text,label
891714878494261248,https://x.com/elonmusk/status/891714878494261248,"@iFahadUddin @EricDiepeveen Maybe not medically tho. Dunno. Bad feelings correlate to bad events, so maybe real pro… https://t.co/Eh26YGUZdO","Maybe not medically tho. Dunno. Bad feelings correlate to bad events, so maybe real pro…",1
891719659514245120,https://x.com/elonmusk/status/891719659514245120,"@robertgaal @EricDiepeveen I'm sure there are better answers than what I do, which is just take the pain and make s… https://t.co/d5uG6TAVgZ","I'm sure there are better answers than what I do, which is just take the pain and make s…",0
893176500005908480,https://x.com/elonmusk/status/893176500005908480,"Looking forward to launching @NASA astronauts to the International Space Station next year!
https://t.co/qoLtTEP4L8",Looking forward to launching astronauts to the International Space Station next year!,2
893981677437018112,https://x.com/elonmusk/status/893981677437018112,Except for complaining. That has remained constant throughout history at 100/100. https://t.co/dQFlVLkO21,Except for complaining. That has remained constant throughout history at 100/100.,0
893982228857761792,https://x.com/elonmusk/status/893982228857761792,"@WaywardPlane True, there are frequent complaint expansion packs","True, there are frequent complaint expansion packs",0
895864765980958720,https://x.com/elonmusk/status/895864765980958720,@VatsalSngh @businessinsider There are dozens of bogus or half-true anecdotes don't really matter &amp; maybe 5 to 10 t… https://t.co/xMThhVbct9,There are dozens of bogus or half-true anecdotes don't really matter &amp; maybe 5 to 10 t…,0
895865506602692608,https://x.com/elonmusk/status/895865506602692608,@businessinsider Just because I have the outfit and the awesome weapons doesn't make me a ninja. That requires years of training.,Just because I have the outfit and the awesome weapons doesn't make me a ninja. That requires years of training.,1
895866249669820416,https://x.com/elonmusk/status/895866249669820416,@TIME This is about as true as TIME being a paragon of great journalism. Please spend at least 8 seconds checking your facts.,This is about as true as TIME being a paragon of great journalism. Please spend at least 8 seconds checking your facts.,0
896163163581825024,https://x.com/elonmusk/status/896163163581825024,OpenAI first ever to defeat world's best players in competitive eSports. Vastly more complex than traditional board games like chess &amp; Go.,OpenAI first ever to defeat world's best players in competitive eSports. Vastly more complex than traditional board games like chess &amp; Go.,2
896166762361704448,https://x.com/elonmusk/status/896166762361704448,"If you're not concerned about AI safety, you should be. Vastly more risk than North Korea. https://t.co/2z0tiid0lc","If you're not concerned about AI safety, you should be. Vastly more risk than North Korea.",0
896762461574938624,https://x.com/elonmusk/status/896762461574938624,First draft animation of the Falcon Heavy three core launch. FH is twice the thrust of the next… https://t.co/vgZxF6ugoh,First draft animation of the Falcon Heavy three core launch. FH is twice the thrust of the next…,1
897234747025313792,https://x.com/elonmusk/status/897234747025313792,"@PatricknLA @ericgarcetti Yes, just that the permitting process is slow","Yes, just that the permitting process is slow",1
898522857847652352,https://x.com/elonmusk/status/898522857847652352,Wigs me out too much. Deleting ...,Wigs me out too much. Deleting ...,0
898523896952922112,https://x.com/elonmusk/status/898523896952922112,"But you can check it out on @9GAGTweets. Btw, this isn't a video, like cliff diving or fake rocket landings, that matters if it's reversed.","But you can check it out on . Btw, this isn't a video, like cliff diving or fake rocket landings, that matters if it's reversed.",1
899017770787979264,https://x.com/elonmusk/status/899017770787979264,@WillFealey At some point. Features are prioritized by importance * number of owners likely to benefit.,At some point. Features are prioritized by importance * number of owners likely to benefit.,1
899075756508065792,https://x.com/elonmusk/status/899075756508065792,Pics of SpaceX spacesuit developed for NASA commercial crew program coming out next week. Undergoing ocean landing mobility/safety tests.,Pics of SpaceX spacesuit developed for NASA commercial crew program coming out next week. Undergoing ocean landing mobility/safety tests.,1
900952521560121344,https://x.com/elonmusk/status/900952521560121344,@HarshilShah1910 It is approximately the size of a carrot,It is approximately the size of a carrot,1
900952880118603648,https://x.com/elonmusk/status/900952880118603648,@sroalf Intentionally? Yes,Intentionally? Yes,1
900953175594639232,https://x.com/elonmusk/status/900953175594639232,@VoltzCoreAudio Exactly. Yeah.,Exactly. Yeah.,2
900954066292924416,https://x.com/elonmusk/status/900954066292924416,@rupertdance @VoltzCoreAudio Probably 2m or so,Probably 2m or so,1
900958153533042688,https://x.com/elonmusk/status/900958153533042688,"Max velocity: Mach 6.9
Max altitude: 247 km
Highest so far, but velocity matters much more","Max velocity: Mach 6.9 Max altitude: 247 km Highest so far, but velocity matters much more",1
901236337281454080,https://x.com/elonmusk/status/901236337281454080,"@kateconger Will be hanging with my little chum, Gary, on Sunday","Will be hanging with my little chum, Gary, on Sunday",1
901238166237069312,https://x.com/elonmusk/status/901238166237069312,"@Techmeme Tesla does not really have ""TTunes"". That's a joke.","Tesla does not really have ""TTunes"". That's a joke.",1
901875780556226432,https://x.com/elonmusk/status/901875780556226432,"From last year, but still my favorite video of the Falcon 9 rocket booster returning from space… https://t.co/b935pdz2Xi","From last year, but still my favorite video of the Falcon 9 rocket booster returning from space…",2
901887665662025600,https://x.com/elonmusk/status/901887665662025600,@SmileSimplify @beboutside @Hyperloop @SpaceX @paradigm_hype @swissloop The latter. There are pretty long gaps betw… https://t.co/lnrzgxmwV7,The latter. There are pretty long gaps betw…,1
901902674853068800,https://x.com/elonmusk/status/901902674853068800,"@bobbyblackstock @c12olivas Funny thing is, whenever I suggest all companies go to zero incentives, room gets very… https://t.co/6eQMYnWrUX","Funny thing is, whenever I suggest all companies go to zero incentives, room gets very…",1
901903526061907968,https://x.com/elonmusk/status/901903526061907968,"@SU3UR3ANLegend Sorry! Coming next year, along with completing the Trans-Canada Highway and interconnecting US, Mexico and Central America.","Sorry! Coming next year, along with completing the Trans-Canada Highway and interconnecting US, Mexico and Central America.",1
1356027336387252235,https://x.com/elonmusk/status/1356027336387252235,Please consider working at Neuralink!  Short-term: solve brain/spine injuries Long-term: human/AI symbiosis   Latter will be species-level important   Work at either at our Bay Area or Austin locations,Please consider working at Neuralink! Short-term: solve brain/spine injuries Long-term: human/AI symbiosis Latter will be species-level important Work at either at our Bay Area or Austin locations,2
1706127238653944244,https://x.com/elonmusk/status/1706127238653944244,@Teslaconomics It will do the ballet one day,It will do the ballet one day,1
901930363118747648,https://x.com/elonmusk/status/901930363118747648,Just arrived at the @Hyperloop competition final. Student teams have amazing talent!,Just arrived at the competition final. Student teams have amazing talent!,2
901965739745148800,https://x.com/elonmusk/status/901965739745148800,"Congratulations to WARR team from Tech Univ Munich for winning 2nd @Hyperloop competition! Peak speed of 324 km/h, which is over 200 mph!!","Congratulations to WARR team from Tech Univ Munich for winning 2nd competition! Peak speed of 324 km/h, which is over 200 mph!!",2
901975117797851136,https://x.com/elonmusk/status/901975117797851136,"@Freewill404 @cbotnyse No such thing as true vacuum, so actually yes","No such thing as true vacuum, so actually yes",1
902036110129250432,https://x.com/elonmusk/status/902036110129250432,"@Excellion @boringcompany @OpenAI The AI could def find us there, but maybe it won't care","The AI could def find us there, but maybe it won't care",1
902077101334904832,https://x.com/elonmusk/status/902077101334904832,"@bfslandinglegs @RichardFPenn @John_Gardi Actually, no, his architecture was different. Also, thinking of going to… https://t.co/qgHzBts3zs","Actually, no, his architecture was different. Also, thinking of going to…",1
902078189891026944,https://x.com/elonmusk/status/902078189891026944,"@bfslandinglegs @RichardFPenn @John_Gardi Not that this is remotely equiv to man on the moon, but there is a world… https://t.co/Kfi9AzVzcM","Not that this is remotely equiv to man on the moon, but there is a world…",1
1512802419301826575,https://x.com/elonmusk/status/1512802419301826575,@jspeedymorris22 @darrenrovell Now subtract crypto scam accounts that twitter constantly shows as “real” people in everyone’s feed,Now subtract crypto scam accounts that twitter constantly shows as “real” people in everyone’s feed,0
902452162625544192,https://x.com/elonmusk/status/902452162625544192,"Worth reading Life 3.0 by @Tegmark. AI will be the best or worst thing ever for humanity, so let’s get it right.
https://t.co/lT0uMH3ujZ","Worth reading Life 3.0 by . AI will be the best or worst thing ever for humanity, so let’s get it right.",1
902912866335956992,https://x.com/elonmusk/status/902912866335956992,@nickg_uk @Model3Owners Feature coming soon,Feature coming soon,1
902913054723022848,https://x.com/elonmusk/status/902913054723022848,"@ChaseBlackmon1 @boringcompany Not sure, but probably","Not sure, but probably",1
903120412007047168,https://x.com/elonmusk/status/903120412007047168,@eKanishka @ChaseBlackmon1 @boringcompany Tunnels are sealed to 5 atmospheres of water &amp; gas pressure. Just need walls around the apertures.,Tunnels are sealed to 5 atmospheres of water &amp; gas pressure. Just need walls around the apertures.,1
903132822700867712,https://x.com/elonmusk/status/903132822700867712,@DMC_Ryan In about six months or so. Linked to dual motor config.,In about six months or so. Linked to dual motor config.,1
903332343108092032,https://x.com/elonmusk/status/903332343108092032,"@GigarothPack Not a bad idea. For sure, it makes sense to test AI for safety in some kind of open world / sandbox virtual world.","Not a bad idea. For sure, it makes sense to test AI for safety in some kind of open world / sandbox virtual world.",2
904639405440323712,https://x.com/elonmusk/status/904639405440323712,"@JakeBlueatSM May be initiated not by the country leaders, but one of the AI's, if it decides that a prepemptive st… https://t.co/Ydj22p10gq","May be initiated not by the country leaders, but one of the AI's, if it decides that a prepemptive st…",1
904641970349285248,https://x.com/elonmusk/status/904641970349285248,@ItchGrid Should be low on our list of concerns for civilizational existential risk. NK has no entangling alliances… https://t.co/aFUetANTvB,Should be low on our list of concerns for civilizational existential risk. NK has no entangling alliances…,1
904656511334354944,https://x.com/elonmusk/status/904656511334354944,"@AndrewKemendo Govts don't need to follow normal laws. They will obtain AI developed by companies at gunpoint, if necessary.","Govts don't need to follow normal laws. They will obtain AI developed by companies at gunpoint, if necessary.",0
904764676118012032,https://x.com/elonmusk/status/904764676118012032,"@SmileSimplify Fun, exciting tweets coming soon!","Fun, exciting tweets coming soon!",2
906274454946402432,https://x.com/elonmusk/status/906274454946402432,Astronaut spacesuit next to Crew Dragon https://t.co/Csmgx8Nn0t,Astronaut spacesuit next to Crew Dragon,1
908108029777686400,https://x.com/elonmusk/status/908108029777686400,Tesla Semi truck unveil &amp; test ride tentatively scheduled for Oct 26th in Hawthorne. Worth seeing this beast in person. It's unreal.,Tesla Semi truck unveil &amp; test ride tentatively scheduled for Oct 26th in Hawthorne. Worth seeing this beast in person. It's unreal.,2
1557199901737373696,https://x.com/elonmusk/status/1557199901737373696,Quite the day,Quite the day,1
1818340245139554333,https://x.com/elonmusk/status/1818340245139554333,It sure looks like the FBI leadership engaged in perjury …,It sure looks like the FBI leadership engaged in perjury …,0
1878463753076830603,https://x.com/elonmusk/status/1878463753076830603,@MarioNawfal His son has good judgment,His son has good judgment,2
1640516968909361153,https://x.com/elonmusk/status/1640516968909361153,@ScottAtlas_IT Countries should make their own decisions!,Countries should make their own decisions!,0
1758590230129516815,https://x.com/elonmusk/status/1758590230129516815,"@charliekirk11 Given that there were no victims with losses, who is supposed to receive the money?","Given that there were no victims with losses, who is supposed to receive the money?",1
1787752278377824612,https://x.com/elonmusk/status/1787752278377824612,Worth watching,Worth watching,2
1654243799936167936,https://x.com/elonmusk/status/1654243799936167936,@Gfilche @OpenAI An excellent question,An excellent question,2
1896990879438791120,https://x.com/elonmusk/status/1896990879438791120,"A lot of people need to move from low to negative productivity roles in government (and some in industry) to high productivity roles in the commercial sector.   That is temporarily disruptive, but ultimately for the best.","A lot of people need to move from low to negative productivity roles in government (and some in industry) to high productivity roles in the commercial sector. That is temporarily disruptive, but ultimately for the best.",0
1285819300310204416,https://x.com/elonmusk/status/1285819300310204416,"@WholeMarsBlog Human overseen at first, then fully self-driving","Human overseen at first, then fully self-driving",1
1872786503069487280,https://x.com/elonmusk/status/1872786503069487280,@JonErlichman Really?? Wow,Really?? Wow,2
1507037126654939140,https://x.com/elonmusk/status/1507037126654939140,@waitbutwhy I’m worried about de facto bias in “the Twitter algorithm” having a major effect on public discourse.   How do we know what’s really happening?,I’m worried about de facto bias in “the Twitter algorithm” having a major effect on public discourse. How do we know what’s really happening?,0
1756330485624496202,https://x.com/elonmusk/status/1756330485624496202,@ID_AA_Carmack Lithium metal is so low density that it feels like you’re holding styrofoam!,Lithium metal is so low density that it feels like you’re holding styrofoam!,1
1785010281615384785,https://x.com/elonmusk/status/1785010281615384785,"The USA only has ~4% of Earth’s population. Just 1% of Earth moving to America would overwhelm essential medical and other services.   It’s not sustainable.   As always, I’m very much in favor of *legal* immigration. Anyone smart, hardworking and honest should be welcome here.","The USA only has ~4% of Earth’s population. Just 1% of Earth moving to America would overwhelm essential medical and other services. It’s not sustainable. As always, I’m very much in favor of *legal* immigration. Anyone smart, hardworking and honest should be welcome here.",0
1762200125269741589,https://x.com/elonmusk/status/1762200125269741589,"@DrKnowItAll16 Yeah, it’s crazy that this works at all!","Yeah, it’s crazy that this works at all!",2
1822294737677607092,https://x.com/elonmusk/status/1822294737677607092,Facebook aka “Meta” can never be trusted,Facebook aka “Meta” can never be trusted,0
1288729803663843329,https://x.com/elonmusk/status/1288729803663843329,The rumor that Bill Gates &amp; I are lovers is completely untrue,The rumor that Bill Gates &amp; I are lovers is completely untrue,0
1859823580160327777,https://x.com/elonmusk/status/1859823580160327777,Those are the two paths,Those are the two paths,1
1592652957321154561,https://x.com/elonmusk/status/1592652957321154561,@mrjasonchoi @nytimes Interesting thread,Interesting thread,2
679110356224991232,https://x.com/elonmusk/status/679110356224991232,Background on the launch https://t.co/1SkttU684X,Background on the launch,1
1666655517987717120,https://x.com/elonmusk/status/1666655517987717120,@MattWalshBlog Incredibly disturbing thread,Incredibly disturbing thread,0
1619888221881794560,https://x.com/elonmusk/status/1619888221881794560,Resist the current,Resist the current,1
1705360282627764667,https://x.com/elonmusk/status/1705360282627764667,@tim_cook The beauty of iPhone pictures &amp; video is incredible,The beauty of iPhone pictures &amp; video is incredible,2
1645115171629572098,https://x.com/elonmusk/status/1645115171629572098,"@paulg Once prominent, they’re one of the few to have succeeded. Too much talent is chasing software, much like Hollywood has too much talent chasing acting.  It’s silly to have 10 talented entrepreneurs all chase same SaaS niche when they could be epically successful in heavy industry.","Once prominent, they’re one of the few to have succeeded. Too much talent is chasing software, much like Hollywood has too much talent chasing acting. It’s silly to have 10 talented entrepreneurs all chase same SaaS niche when they could be epically successful in heavy industry.",1
1749145356560908748,https://x.com/elonmusk/status/1749145356560908748,@TheBabylonBee Makeup really cakes up in the wrinkles,Makeup really cakes up in the wrinkles,0
1562507192342761473,https://x.com/elonmusk/status/1562507192342761473,"@RationalEtienne @arctechinc No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees.   Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.","No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",0
872150434093252608,https://x.com/elonmusk/status/872150434093252608,@NigelKBaker Of course. What base-number system were you using?,Of course. What base-number system were you using?,1
1895391343134007686,https://x.com/elonmusk/status/1895391343134007686,@MarioNawfal The walls are closing in,The walls are closing in,0
1531730381187301378,https://x.com/elonmusk/status/1531730381187301378,@SawyerMerritt Cybertruck body,Cybertruck body,1
1400955498963386373,https://x.com/elonmusk/status/1400955498963386373,@flcnhvy It is,It is,1
871914003244605440,https://x.com/elonmusk/status/871914003244605440,@SmileSimplify I hope I'm wrong,I hope I'm wrong,0
1786866068549742595,https://x.com/elonmusk/status/1786866068549742595,@teslaownersSV @GailAlfarATX @Tesla Of course,Of course,1
1121677106935554050,https://x.com/elonmusk/status/1121677106935554050,@TheStreet @jimcramer @realmoney Everyone knows,Everyone knows,1
888555494763241472,https://x.com/elonmusk/status/888555494763241472,"@andygen21 @Teslarati Yes, I postponed publishing in order to present the updated interplanetary rocket &amp; spaceship design in Adelaide. Will be on the final day.","Yes, I postponed publishing in order to present the updated interplanetary rocket &amp; spaceship design in Adelaide. Will be on the final day.",1
1830652634346479872,https://x.com/elonmusk/status/1830652634346479872,@stillgray CBS and especially the professional liar they interviewed ARE the disinformation,CBS and especially the professional liar they interviewed ARE the disinformation,0
1785356576557060177,https://x.com/elonmusk/status/1785356576557060177,@Not_the_Bee Based. I hope he has great security.,Based. I hope he has great security.,2
1654918846610898947,https://x.com/elonmusk/status/1654918846610898947,@Kristennetten Gold thread,Gold thread,2
1682024703152783360,https://x.com/elonmusk/status/1682024703152783360,"@Kristennetten Yeah, especially the guy who stole a city bus video a few months ago","Yeah, especially the guy who stole a city bus video a few months ago",0
1811349732809113823,https://x.com/elonmusk/status/1811349732809113823,Improved version of @Neuralink update  https://t.co/zk3cdbMtEC,Improved version of update,1
1596142180027928576,https://x.com/elonmusk/status/1596142180027928576,"@saylor @Cryptoking @RBReich Deliberate impersonation/deception will result in account suspension.   Organizational affiliation, bio and follower count distinguish between people who genuinely have the exact same name.  We shall see how it goes.","Deliberate impersonation/deception will result in account suspension. Organizational affiliation, bio and follower count distinguish between people who genuinely have the exact same name. We shall see how it goes.",0
1875931298143084755,https://x.com/elonmusk/status/1875931298143084755,"For anyone doubting the severity and depravity of the mass gang rapes of little girls in Britain, go to the source material and read the court transcripts. I did.   It is worse than you could possibly imagine. https://t.co/OeK2uVxJ93","For anyone doubting the severity and depravity of the mass gang rapes of little girls in Britain, go to the source material and read the court transcripts. I did. It is worse than you could possibly imagine.",0
1728660304001699959,https://x.com/elonmusk/status/1728660304001699959,"@RichardHanania Actually, almost no one interested in math (sigh)","Actually, almost no one interested in math (sigh)",0
1892990876978233570,https://x.com/elonmusk/status/1892990876978233570,Because the legacy media has been receiving the fraud money. That’s why.,Because the legacy media has been receiving the fraud money. That’s why.,0
1255650871154597888,https://x.com/elonmusk/status/1255650871154597888,@flcnhvy @RationalEtienne Very sensible,Very sensible,2
1531339927430090752,https://x.com/elonmusk/status/1531339927430090752,I miss them https://t.co/nTZkFM1D3k,I miss them,0
1102171380412440577,https://x.com/elonmusk/status/1102171380412440577,"SpaceX team in Hawthorne control, Dragon docked to Station above https://t.co/JUWkOrWjsH","SpaceX team in Hawthorne control, Dragon docked to Station above",1
1680369622925692934,https://x.com/elonmusk/status/1680369622925692934,@CatchUpFeed I think she’s cool tbh,I think she’s cool tbh,2
1752088378131009558,https://x.com/elonmusk/status/1752088378131009558,@krassenstein I did not say that all legacy media is fake. You are applying the straw man fallacy to my statement.   I simply implied that it is foolish to swallow what the conventional press says without applying critical thinking.,I did not say that all legacy media is fake. You are applying the straw man fallacy to my statement. I simply implied that it is foolish to swallow what the conventional press says without applying critical thinking.,0
1253372118215114753,https://x.com/elonmusk/status/1253372118215114753,"@TOGregTO That is more reasonable, especially if mostly loans. Oil &amp; gas is an important industry without which civilization could not function at this time, but financial support should be proportionate to rest of economy.","That is more reasonable, especially if mostly loans. Oil &amp; gas is an important industry without which civilization could not function at this time, but financial support should be proportionate to rest of economy.",1
1187497175900536832,https://x.com/elonmusk/status/1187497175900536832,"To be clear, integrated solar tiles only make financial sense for new houses or replacement roofs. If your roof is more than 5 years away from replacement, solar retrofit is recommended https://t.co/mDoPO17YB9","To be clear, integrated solar tiles only make financial sense for new houses or replacement roofs. If your roof is more than 5 years away from replacement, solar retrofit is recommended",1
1571936169801179138,https://x.com/elonmusk/status/1571936169801179138,Great for clearing dust!,Great for clearing dust!,2
1557012057396252672,https://x.com/elonmusk/status/1557012057396252672,@EvasTeslaSPlaid Happens to almost everyone,Happens to almost everyone,1
1653290370048966656,https://x.com/elonmusk/status/1653290370048966656,They are the same picture https://t.co/hGOSqQ78Wl,They are the same picture,1
1792953914570019121,https://x.com/elonmusk/status/1792953914570019121,Teamwork can solve anything https://t.co/wy8yJuR4lg,Teamwork can solve anything,2
1001865846338215936,https://x.com/elonmusk/status/1001865846338215936,"@MacTechGenius @v_g_fischer @ConsumerReports Braking &amp; UI upgrades apply to all Model 3s. Improved windshield for aero noise &amp; suspension for ride comfort are major ops. Unless you’re really bothered by them, don’t replace. Best way to improve ride is drop tire pressure to ~39 psi. 45 psi is best range, but lower comfort.","Braking &amp; UI upgrades apply to all Model 3s. Improved windshield for aero noise &amp; suspension for ride comfort are major ops. Unless you’re really bothered by them, don’t replace. Best way to improve ride is drop tire pressure to ~39 psi. 45 psi is best range, but lower comfort.",1
1298019842356703232,https://x.com/elonmusk/status/1298019842356703232,"@NASASpaceflight Yeah. Occasional flights from land are ok, but frequent (daily) flights probably need ~30km / 18 miles clear area for noise.","Yeah. Occasional flights from land are ok, but frequent (daily) flights probably need ~30km / 18 miles clear area for noise.",1
1774221739712729341,https://x.com/elonmusk/status/1774221739712729341,"SpaceX aiming for 3 launches today! One Eutelsat, which just reached orbit, and 2 @Starlink missions. https://t.co/31chkn2gIh","SpaceX aiming for 3 launches today! One Eutelsat, which just reached orbit, and 2 missions.",2
1762137153403072933,https://x.com/elonmusk/status/1762137153403072933,And this is from Bloomberg!,And this is from Bloomberg!,1
316260319360061440,https://x.com/elonmusk/status/316260319360061440,Really exciting @TeslaMotors announcement coming on Thursday. Am going to put my money where my mouth is in v major way.,Really exciting announcement coming on Thursday. Am going to put my money where my mouth is in v major way.,2
1678690392311738368,https://x.com/elonmusk/status/1678690392311738368,"Btw, your Tesla can protect you from a bioweapon attack","Btw, your Tesla can protect you from a bioweapon attack",1
1020459692705775617,https://x.com/elonmusk/status/1020459692705775617,@danfromtheweb I apologized. Do you stand by your guillotine statement or not?,I apologized. Do you stand by your guillotine statement or not?,0
1847628669952418182,https://x.com/elonmusk/status/1847628669952418182,@amuse The homeless industrial complex is evil,The homeless industrial complex is evil,0
